claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones
CA-01273,A-001034,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,experiencia],,,,,experiencia]·( Agenda tu visita guiada] [@body[1365]],auto-atomized from A-001034 (paragraph); seg 1/2; tipo heuristic
CA-01274,A-001034,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,( Agenda tu visita guiada],,,,,experiencia]·( Agenda tu visita guiada] [@body[1365]],auto-atomized from A-001034 (paragraph); seg 2/2; tipo heuristic
CA-01275,A-001035,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,Disena tu experiencia Agenda tu visita guiada,,,,,Disena tu experiencia Agenda tu visita guiada [@body[1366]/txbx[0]/p[0]],auto-atomized from A-001035 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01276,A-001036,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,(Volver a tu experiencia ideal],,,,,(Volver a tu experiencia ideal]·( Agenda tu visi ta guiada] [@body[1368]],auto-atomized from A-001036 (paragraph); seg 1/2; tipo heuristic
CA-01277,A-001036,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,( Agenda tu visi ta guiada],,,,,(Volver a tu experiencia ideal]·( Agenda tu visi ta guiada] [@body[1368]],auto-atomized from A-001036 (paragraph); seg 2/2; tipo heuristic
CA-01278,A-001037,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,(volver a tu experiencia ideal],,,,,(volver a tu experiencia ideal]·(Agenda tu visi ta guiada] [@body[1370]],auto-atomized from A-001037 (paragraph); seg 1/2; tipo heuristic
CA-01279,A-001037,v4.1,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,requisito,- Journal article,(Agenda tu visi ta guiada],,,,,(volver a tu experiencia ideal]·(Agenda tu visi ta guiada] [@body[1370]],auto-atomized from A-001037 (paragraph); seg 2/2; tipo heuristic
CA-01280,A-001038,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),,,,-  BES (when reached via thefallback URL) [@body[1376]/Heading4],auto-atomized from A-001038 (heading); seg 1/1; tipo heuristic
CA-01281,A-001039,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),/bes,,,,,/bes [@body[1376]/txbx[0]/p[0]],auto-atomized from A-001039 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01282,A-001040,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"BES is normally reached via the global widget (Rule 3), which overlays the current page",,,,3,"BES is normally reached via the global widget (Rule 3), which overlays the current page. The [@body[1377]]",auto-atomized from A-001040 (paragraph); seg 1/2; tipo heuristic
CA-01283,A-001040,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),The,,,,,"BES is normally reached via the global widget (Rule 3), which overlays the current page. The [@body[1377]]",auto-atomized from A-001040 (paragraph); seg 2/2; tipo heuristic
CA-01284,A-001041,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),dedicated URLexists as a fallback for non-JavaScript users and as a deep-linkable,,,,,dedicated URLexists as a fallback for non-JavaScript users and as a deep-linkable [@body[1378]],auto-atomized from A-001041 (paragraph); seg 1/1; tipo heuristic
CA-01285,A-001042,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),/bes,,,,,/bes [@body[1378]/txbx[0]/p[0]],auto-atomized from A-001042 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01286,A-001043,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),destination,,,,,"destination. When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout. [@body[1379]]",auto-atomized from A-001043 (paragraph); seg 1/2; tipo heuristic
CA-01287,A-001043,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout.","When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout.",,,,"destination. When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout. [@body[1379]]",auto-atomized from A-001043 (paragraph); seg 2/2; tipo heuristic
CA-01288,A-001044,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),StateBehavior,,,,,StateBehavior [@body[1380]],auto-atomized from A-001044 (paragraph); seg 1/1; tipo heuristic
CA-01289,A-001045,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),No questionnaireThe assistant answers questions,,,,,"No questionnaireThe assistant answers questions. If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides. Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor). [@body[1382]]",auto-atomized from A-001045 (paragraph); seg 1/3; tipo heuristic
CA-01290,A-001045,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides","If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides",,,,"No questionnaireThe assistant answers questions. If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides. Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor). [@body[1382]]",auto-atomized from A-001045 (paragraph); seg 2/3; tipo heuristic
CA-01291,A-001045,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor).",,,,,"No questionnaireThe assistant answers questions. If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides. Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor). [@body[1382]]",auto-atomized from A-001045 (paragraph); seg 3/3; tipo heuristic
CA-01292,A-001046,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"Complete, inside the flow",,,,,"Complete, inside the flow [@body[1386]]",auto-atomized from A-001046 (paragraph); seg 1/1; tipo heuristic
CA-01293,A-001047,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),The assistant answers while keeping the plan context. ( Vol ve r a tu expe riencia ideal]is always visible.,,,,,The assistant answers while keeping the plan context. ( Vol ve r a tu expe riencia  ideal]is always visible. [@body[1389]],auto-atomized from A-001047 (paragraph); seg 1/1; tipo heuristic
CA-01294,A-001048,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),Volver a tu experiencia ideal,,,,,Volver a tu experiencia ideal [@body[1389]/txbx[0]/p[0]],auto-atomized from A-001048 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01295,A-001049,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),"Complete, outside the flow",,,,,"Complete, outside the flow [@body[1395]]",auto-atomized from A-001049 (paragraph); seg 1/1; tipo heuristic
CA-01296,A-001050,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),Theassistantrespondsfreely. visible.,,,,,Theassistantrespondsfreely. visible. [@body[1396]],auto-atomized from A-001050 (paragraph); seg 1/1; tipo heuristic
CA-01297,A-001051,v4.1,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),requisito,- BES (when reached via thefallback URL),isalways,,,,,isalways [@body[1397]],auto-atomized from A-001051 (paragraph); seg 1/1; tipo heuristic
CA-01298,A-001052,v4.1,,Part 6 -Edge Cases & Error States,Part 6 -Edge Cases & Error States,,proceso,Part 6 -Edge Cases & Error States,Part 6 -Edge Cases & Error States,,,,6,Part 6 -Edge Cases & Error States [@body[1405]/Heading1],auto-atomized from A-001052 (heading); seg 1/1; tipo heuristic
CA-01299,A-001053,v4.1,,Part 6 -Edge Cases & Error States,Part 6 -Edge Cases & Error States,,proceso,Part 6 -Edge Cases & Error States,This part documents what the site does when the happy path fails,This part documents what the site does when the happy path fails,,,,This part documents what the site does when the happy path fails. Every behavior described here must be implemented and verified before launch. [@body[1406]],auto-atomized from A-001053 (paragraph); seg 1/2; tipo heuristic
CA-01300,A-001053,v4.1,,Part 6 -Edge Cases & Error States,Part 6 -Edge Cases & Error States,,proceso,Part 6 -Edge Cases & Error States,Every behavior described here must be implemented and verified before launch.,,,,,This part documents what the site does when the happy path fails. Every behavior described here must be implemented and verified before launch. [@body[1406]],auto-atomized from A-001053 (paragraph); seg 2/2; tipo heuristic
CA-01301,A-001054,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,,,,6.1,6.1 -  Geolocation permission denied or unavailable [@body[1407]/Heading4],auto-atomized from A-001054 (heading); seg 1/1; tipo heuristic
CA-01302,A-001055,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,"Trigger: the browser denies the geolocation permission prompt, or the user is on a device or network that does not return a coordinate.",,,,,"Trigger: the browser denies the geolocation permission prompt, or the user is on a device or network that does not return a coordinate. [@body[1408]]",auto-atomized from A-001055 (paragraph); seg 1/1; tipo heuristic
CA-01303,A-001056,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,Behavior: the system does not prompt repeatedly,,,,,Behavior: the system does not prompt repeatedly. The user lands on Home with the (Tu  Club ideal) flow opened in capture mode (PS+ P9 manual entry). A non-intrusive notice explains that [@body[1409]],auto-atomized from A-001056 (paragraph); seg 1/3; tipo heuristic
CA-01304,A-001056,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,The user lands on Home with the (Tu Club ideal) flow opened in capture mode (PS+ P9 manual entry),,,,9,Behavior: the system does not prompt repeatedly. The user lands on Home with the (Tu  Club ideal) flow opened in capture mode (PS+ P9 manual entry). A non-intrusive notice explains that [@body[1409]],auto-atomized from A-001056 (paragraph); seg 2/3; tipo heuristic
CA-01305,A-001056,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,A non-intrusive notice explains that,,,,,Behavior: the system does not prompt repeatedly. The user lands on Home with the (Tu  Club ideal) flow opened in capture mode (PS+ P9 manual entry). A non-intrusive notice explains that [@body[1409]],auto-atomized from A-001056 (paragraph); seg 3/3; tipo heuristic
CA-01306,A-001057,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,the user can enter their location manually or browse the full club list at.,,,,,the user can enter their location manually or browse the full club list at. [@body[1410]],auto-atomized from A-001057 (paragraph); seg 1/1; tipo heuristic
CA-01307,A-001058,v4.1,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,proceso,6.1 - Geolocation permission denied or unavailable,/ clubes/,,,,,/ clubes/ [@body[1410]/txbx[0]/p[0]],auto-atomized from A-001058 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01308,A-001059,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,,,,49-club,-  External search inferred a location not in the 49-club roster [@body[1412]/Heading4],auto-atomized from A-001059 (heading); seg 1/1; tipo heuristic
CA-01309,A-001060,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,Trigger: the user searches(no Sports World club exists in Tijuana).,,,,,Trigger: the user searches(no Sports World club exists in Tijuana). [@body[1413]],auto-atomized from A-001060 (paragraph); seg 1/1; tipo heuristic
CA-01310,A-001061,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,gimnasio Tijuana,,,,,gimnasio Tijuana [@body[1413]/txbx[0]/p[0]],auto-atomized from A-001061 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01311,A-001062,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,"Behavior: the user lands on Home, not on a club page",,,,,"Behavior: the user lands on Home, not on a club page. A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list. The system does not auto-pick a far club. [@body[1415]]",auto-atomized from A-001062 (paragraph); seg 1/3; tipo heuristic
CA-01312,A-001062,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,"A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list",,,,,"Behavior: the user lands on Home, not on a club page. A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list. The system does not auto-pick a far club. [@body[1415]]",auto-atomized from A-001062 (paragraph); seg 2/3; tipo heuristic
CA-01313,A-001062,v4.1,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,proceso,- External search inferred a location not in the 49-club roster,The system does not auto-pick a far club.,,,,,"Behavior: the user lands on Home, not on a club page. A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list. The system does not auto-pick a far club. [@body[1415]]",auto-atomized from A-001062 (paragraph); seg 3/3; tipo heuristic
CA-01314,A-001063,v4.1,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,proceso,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,,,,,- SEPOMEX autocomplete service unavailable [@body[1416]/Heading4],auto-atomized from A-001063 (heading); seg 1/1; tipo heuristic
CA-01315,A-001064,v4.1,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,proceso,- SEPOMEX autocomplete service unavailable,Trigger: the SEPOMEX endpoint is down or the user's network blocks it.,,,,,Trigger: the SEPOMEX endpoint is down or the user's network blocks it. [@body[1417]],auto-atomized from A-001064 (paragraph); seg 1/1; tipo heuristic
CA-01316,A-001065,v4.1,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,proceso,- SEPOMEX autocomplete service unavailable,Behavior: P9 falls back to a free-text input with looser validation,,,,9,Behavior: P9 falls back to a free-text input with looser validation. The user can submit a neighborhood or city name typed by hand. The system later normalizes the input server-side. [@body[1418]],auto-atomized from A-001065 (paragraph); seg 1/3; tipo heuristic
CA-01317,A-001065,v4.1,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,proceso,- SEPOMEX autocomplete service unavailable,The user can submit a neighborhood or city name typed by hand,,,,,Behavior: P9 falls back to a free-text input with looser validation. The user can submit a neighborhood or city name typed by hand. The system later normalizes the input server-side. [@body[1418]],auto-atomized from A-001065 (paragraph); seg 2/3; tipo heuristic
CA-01318,A-001065,v4.1,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,proceso,- SEPOMEX autocomplete service unavailable,The system later normalizes the input server-side.,,,,,Behavior: P9 falls back to a free-text input with looser validation. The user can submit a neighborhood or city name typed by hand. The system later normalizes the input server-side. [@body[1418]],auto-atomized from A-001065 (paragraph); seg 3/3; tipo heuristic
CA-01319,A-001066,v4.1,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,proceso,- Form validation errors Behavior:,- Form validation errors Behavior:,,,,,- Form validation errors Behavior: [@body[1419]/Heading4],auto-atomized from A-001066 (heading); seg 1/1; tipo heuristic
CA-01320,A-001067,v4.1,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,proceso,- Form validation errors Behavior:,"Errors appear inline immediately under the offending field, in Spanish (Mexico), with the same tone and typography as the rest of the site.",,,,,"Errors appear inline immediately under the offending field, in Spanish (Mexico), with the same tone and typography as the rest of the site. [@body[1420]]",auto-atomized from A-001067 (paragraph); seg 1/1; tipo heuristic
CA-01321,A-001068,v4.1,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,proceso,- Form validation errors Behavior:,No error blocks the user from editing other fields.,,,,,No error blocks the user from editing other fields. [@body[1421]],auto-atomized from A-001068 (paragraph); seg 1/1; tipo heuristic
CA-01322,A-001069,v4.1,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,proceso,- Form validation errors Behavior:,"On submission of a form with errors, the page scrolls to the first error and places focus on it for keyboard and screen-reader users.",,,,,"On submission of a form with errors, the page scrolls to the first error and places focus on it for keyboard and screen-reader users. [@body[1422]]",auto-atomized from A-001069 (paragraph); seg 1/1; tipo heuristic
CA-01323,A-001070,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,,,,,-  User abandons the questionnaire mid-flow [@body[1425]/Heading4],auto-atomized from A-001070 (heading); seg 1/1; tipo heuristic
CA-01324,A-001071,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,Behavior: partial questionnaire state is preserved in,,,,,Behavior: partial questionnaire state is preserved in [@body[1426]],auto-atomized from A-001071 (paragraph); seg 1/1; tipo heuristic
CA-01325,A-001072,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,localSto rage,,,,,localSto rage [@body[1426]/txbx[0]/p[0]],auto-atomized from A-001072 (textbox_paragraph); seg 1/1; tipo heuristic
CA-01326,A-001073,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,after the user has explicitly,,,,,after the user has explicitly [@body[1428]],auto-atomized from A-001073 (paragraph); seg 1/1; tipo heuristic
CA-01327,A-001074,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,accepted the privacy notice (Rule 36),,,,36,"accepted the privacy notice (Rule 36). When the user returns, the questionnaire offers to resume from the last answered question. If the user has not accepted the privacy notice, no state is preserved. [@body[1430]]",auto-atomized from A-001074 (paragraph); seg 1/3; tipo heuristic
CA-01328,A-001074,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,"When the user returns, the questionnaire offers to resume from the last answered question","When the user returns, the questionnaire offers to resume from the last answered question",,,,"accepted the privacy notice (Rule 36). When the user returns, the questionnaire offers to resume from the last answered question. If the user has not accepted the privacy notice, no state is preserved. [@body[1430]]",auto-atomized from A-001074 (paragraph); seg 2/3; tipo heuristic
CA-01329,A-001074,v4.1,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,proceso,- User abandons the questionnaire mid-flow,"If the user has not accepted the privacy notice, no state is preserved.","If the user has not accepted the privacy notice, no state is preserved.",,,,"accepted the privacy notice (Rule 36). When the user returns, the questionnaire offers to resume from the last answered question. If the user has not accepted the privacy notice, no state is preserved. [@body[1430]]",auto-atomized from A-001074 (paragraph); seg 3/3; tipo heuristic
CA-01330,A-001075,v4.1,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,proceso,- Health disclaimer rejected,- Health disclaimer rejected,,,,,-  Health disclaimer rejected [@body[1431]/Heading4],auto-atomized from A-001075 (heading); seg 1/1; tipo heuristic
CA-01331,A-001076,v4.1,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,proceso,- Health disclaimer rejected,"Trigger: in the (Bajar de peso)flow (or rehabilitation hub), the user is shown the health-disclaimer modal and declines.",,,,,"Trigger: in the (Bajar de peso)flow (or rehabilitation hub), the user is shown the health-disclaimer modal and declines. [@body[1433]]",auto-atomized from A-001076 (paragraph); seg 1/1; tipo heuristic
CA-01332,A-001077,v4.1,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,proceso,- Health disclaimer rejected,Behavior: the user does not receive the personalized weight-loss plan,,,,,"Behavior: the user does not receive the personalized weight-loss plan. They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer. No data is captured beyond what the user has already entered. [@body[1434]]",auto-atomized from A-001077 (paragraph); seg 1/3; tipo heuristic
CA-01333,A-001077,v4.1,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,proceso,- Health disclaimer rejected,"They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer","They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer",,,,"Behavior: the user does not receive the personalized weight-loss plan. They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer. No data is captured beyond what the user has already entered. [@body[1434]]",auto-atomized from A-001077 (paragraph); seg 2/3; tipo heuristic
CA-01334,A-001077,v4.1,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,proceso,- Health disclaimer rejected,No data is captured beyond what the user has already entered.,,,,,"Behavior: the user does not receive the personalized weight-loss plan. They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer. No data is captured beyond what the user has already entered. [@body[1434]]",auto-atomized from A-001077 (paragraph); seg 3/3; tipo heuristic
CA-01335,A-001078,v4.1,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,proceso,- BES asked an out-of-scope question,- BES asked an out-of-scope question,,,,,- BES asked an out-of-scope question [@body[1435]/Heading4],auto-atomized from A-001078 (heading); seg 1/1; tipo heuristic
CA-01336,A-001079,v4.1,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,proceso,- BES asked an out-of-scope question,"Trigger: the user asks BES for medical diagnosis, billing changes that require human handling, or a service the site does not offer.","Trigger: the user asks BES for medical diagnosis, billing changes that require human handling, or a service the site does not offer.",,,,"Trigger: the user asks BES for medical diagnosis, billing changes that require human handling, or a service the site does not offer. [@body[1436]]",auto-atomized from A-001079 (paragraph); seg 1/1; tipo heuristic
CA-01337,A-001080,v4.1,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,proceso,- BES asked an out-of-scope question,Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ),,,,,"Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ). It never fabricates an answer. Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions. [@body[1437]]",auto-atomized from A-001080 (paragraph); seg 1/3; tipo heuristic
CA-01338,A-001080,v4.1,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,proceso,- BES asked an out-of-scope question,It never fabricates an answer,,,,,"Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ). It never fabricates an answer. Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions. [@body[1437]]",auto-atomized from A-001080 (paragraph); seg 2/3; tipo heuristic
CA-01339,A-001080,v4.1,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,proceso,- BES asked an out-of-scope question,"Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions.",,,,,"Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ). It never fabricates an answer. Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions. [@body[1437]]",auto-atomized from A-001080 (paragraph); seg 3/3; tipo heuristic
CA-01340,A-001081,v4.1,,Part 6 -Edge Cases & Error States,- Club catalog or booking API unavailable,- Club catalog or booking API unavailable,proceso,- Club catalog or booking API unavailable,- Club catalog or booking API unavailable,,,,,-  Club catalog or booking API unavailable [@body[1438]/Heading4],auto-atomized from A-001081 (heading); seg 1/1; tipo heuristic
CA-01341,A-001082,v4.1,,Part 6 -Edge Cases & Error States,- Club catalog or booking API unavailable,- Club catalog or booking API unavailable,proceso,- Club catalog or booking API unavailable,"Trigger: the upstream booking API is down, or the club-catalog endpoint times out.",,,,,"Trigger: the upstream booking API is down, or the club-catalog endpoint times out. [@body[1439]]",auto-atomized from A-001082 (paragraph); seg 1/1; tipo heuristic
CA-01342,A-001083,v4.1,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,proceso,Behavior:,Behavior:,,,,,Behavior: [@body[1440]/Heading4],auto-atomized from A-001083 (heading); seg 1/1; tipo heuristic
CA-01343,A-001084,v4.1,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,proceso,Behavior:,"Live data per club (Rule 12) -operating hours, phone, email, class catalog, schedule - defaults to the last successfully cached values.",,,,12,"Live data per club (Rule 12) -operating hours, phone, email, class catalog, schedule - defaults to the last successfully cached values. [@body[1441]]",auto-atomized from A-001084 (paragraph); seg 1/1; tipo heuristic
CA-01344,A-001085,v4.1,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,proceso,Behavior:,A visible notice on the affected pages explains that schedules may be outdated and asks the user to confirm by phone.,,,,,A visible notice on the affected pages explains that schedules may be outdated and asks the user to confirm by phone. [@body[1442]],auto-atomized from A-001085 (paragraph); seg 1/1; tipo heuristic
