unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000978,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1239],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-000979,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1243],No questionnaire·no club selected • no inferred location,No questionnaire·no club selected • no inferred location
A-000980,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1246],No questionnaire·no club selected· with inferred location,No questionnaire·no club selected· with inferred location
A-000981,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1249],No questionnaire·with club selected,No questionnaire·with club selected
A-000982,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1252],"Complete, inside the flow","Complete, inside the flow"
A-000983,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1255],"Complete, outside the flow","Complete, outside the flow"
A-000984,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1256],10 questions with PS pre-filled and editable (12 if weight loss),10 questions with PS pre-filled and editable (12 if weight loss)
A-000985,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1259],"10 questions with PS, P8 and P9 pre-filled and editable (12 if weight loss)","10 questions with PS, P8 and P9 pre-filled and editable (12 if weight loss)"
A-000986,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1262],10 questions with PS pre-filled and editable (12 if weight loss),10 questions with PS pre-filled and editable (12 if weight loss)
A-000987,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1264],Already complete,Already complete
A-000988,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1269],Already complete,Already complete
A-000989,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1271]/txbx[0]/p[0],Tu Club ideal ·[Articulos o,Tu  Club  ideal ·[Articulos  o
A-000990,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1272],informaci6n util] (ifany) ·[Disena tu experiencia ]·[ Agenda tu visi ta guiada],informaci6n util] (ifany) ·[Disena tu experiencia ]·[ Agenda tu visi ta guiada]
A-000991,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1273]/txbx[0]/p[0],Tu Club ideal •[Articulos o,Tu  Club  ideal  •[Articulos  o
A-000992,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1274],info rmaci6n util] (if any)·[ Disena tu experiencia ]·[ Agenda tu visi ta guiada],info rmaci6n util] (if any)·[ Disena tu experiencia ]·[ Agenda tu visi ta guiada]
A-000993,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1275],(if,(if
A-000994,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1275]/txbx[0]/p[0],Articulos o informaci6n util,Articulos o informaci6n util
A-000995,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1275]/txbx[0]/p[1],any)· Disena tu experiencia Agenda tu visita guiada,any)· Disena tu experiencia Agenda tu visita guiada
A-000996,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1279]/txbx[0]/p[0],Volver a tu experiencia ideal· Articulos o informaci6n util (if,Volver a tu experiencia ideal· Articulos o informaci6n util (if
A-000997,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1279]/txbx[0]/p[1],any)· Agenda tu visi ta guiada,any)· Agenda tu visi ta guiada
A-000998,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1286],- Memberships,-  Memberships
A-000999,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1286]/txbx[0]/p[0],Volver a tu experiencia ideal Articulos o informaci6n util (if,Volver a tu experiencia ideal Articulos o informaci6n util (if
A-001000,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1286]/txbx[0]/p[1],any)· Agenda tu visi ta guiada,any)· Agenda tu visi ta guiada
A-001001,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1287],"Landing on memberships does not allow inferring questionnaire variables. Per Rule 22, the page does not include online checkout- conversion goes through Agenda tuvisi ta guiada.","Landing on memberships does not allow inferring questionnaire variables. Per Rule 22, the page does not include online checkout- conversion goes through Agenda tuvisi ta  guiada."
A-001002,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1289],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-001003,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1293],No questionnaire·no club selected • no inferred location,No questionnaire·no club selected • no inferred location
A-001004,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1295],No questionnaire·no club selected· with inferred location,No questionnaire·no club selected· with inferred location
A-001005,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1297],No questionnaire·with club selected,No questionnaire·with club selected
A-001006,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1299],"Complete, inside the flow","Complete, inside the flow"
A-001007,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1304],"Complete, outside the flow","Complete, outside the flow"
A-001008,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1305],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-001009,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1308],10 questions with P8 and P9 pre-filled and editable (12 if weight loss),10 questions with P8 and P9 pre-filled and editable (12 if weight loss)
A-001010,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1310],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-001011,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1312],Already complete,Already complete
A-001012,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1317],Already complete,Already complete
A-001013,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1318],Tu Club ideal •( Disena tu experiencia]·( Agenda tu visita guiada],Tu Club ideal •( Disena tu experiencia]·( Agenda tu visita guiada]
A-001014,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1319],Tu Club ideal •( Disena tu experiencia]·( Agenda tu visita guiada],Tu Club ideal •( Disena tu experiencia]·( Agenda tu visita guiada]
A-001015,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1320]/txbx[0]/p[0],Disena tu experiencia Agenda tu visita guiada,Disena tu experiencia Agenda tu visita guiada
A-001016,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1322],(Volver a tu experiencia ideal]·(Agenda tu visi ta guiada],(Volver a tu experiencia ideal]·(Agenda tu visi ta guiada]
A-001017,paragraph,,Part 5 -Per-Page Behavior Matrices,- Personal Training,- Personal Training,body[1324],(volver a tu experiencia ideal]·(Agenda tu visi ta guiada],(volver a tu experiencia ideal]·(Agenda tu visi ta guiada]
A-001018,heading,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1330]/Heading4,- Journal article,- Journal article
A-001019,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1331],Landing on an article does not allow inferring questionnaire variables.,Landing on an article does not allow inferring questionnaire variables.
A-001020,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1333],StateQuestionnaireContextual menu,StateQuestionnaireContextual menu
A-001021,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1337],No questionnaire· no club selected • no inferred location,No questionnaire· no club selected • no inferred location
A-001022,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1339],No questionnaire· no club selected· with inferred location,No questionnaire· no club selected· with inferred location
A-001023,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1341],No questionnaire· with club selected,No questionnaire· with club selected
A-001024,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1343],"Complete, inside the flow","Complete, inside the flow"
A-001025,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1347],"Complete, outside the flow","Complete, outside the flow"
A-001026,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1348],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-001027,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1351],10 questions with P8 and P9 pre-filled and editable (12 if weight loss),10 questions with P8 and P9 pre-filled and editable (12 if weight loss)
A-001028,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1353],10 standard questions (12 if weight loss),10 standard questions (12 if weight loss)
A-001029,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1355],Already complete,Already complete
A-001030,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1360],Already complete,Already complete
A-001031,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1362]/txbx[0]/p[0],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu
A-001032,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1363],experiencia]·( Agenda tu visita guiada],experiencia]·( Agenda tu visita guiada]
A-001033,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1364]/txbx[0]/p[0],Tu Club ideal •( Disena tu,Tu Club ideal •( Disena tu
A-001034,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1365],experiencia]·( Agenda tu visita guiada],experiencia]·( Agenda tu visita guiada]
A-001035,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1366]/txbx[0]/p[0],Disena tu experiencia Agenda tu visita guiada,Disena tu experiencia Agenda tu visita guiada
A-001036,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1368],(Volver a tu experiencia ideal]·( Agenda tu visi ta guiada],(Volver a tu experiencia ideal]·( Agenda tu visi ta guiada]
A-001037,paragraph,,Part 5 -Per-Page Behavior Matrices,- Journal article,- Journal article,body[1370],(volver a tu experiencia ideal]·(Agenda tu visi ta guiada],(volver a tu experiencia ideal]·(Agenda tu visi ta guiada]
A-001038,heading,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1376]/Heading4,- BES (when reached via thefallback URL),-  BES (when reached via thefallback URL)
A-001039,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1376]/txbx[0]/p[0],/bes,/bes
A-001040,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1377],"BES is normally reached via the global widget (Rule 3), which overlays the current page. The","BES is normally reached via the global widget (Rule 3), which overlays the current page. The"
A-001041,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1378],dedicated URLexists as a fallback for non-JavaScript users and as a deep-linkable,dedicated URLexists as a fallback for non-JavaScript users and as a deep-linkable
A-001042,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1378]/txbx[0]/p[0],/bes,/bes
A-001043,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1379],"destination. When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout.","destination. When reached via /bes, thepage is server-rendered with the same chat interface as a non-floating layout."
A-001044,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1380],StateBehavior,StateBehavior
A-001045,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1382],"No questionnaireThe assistant answers questions. If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides. Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor).","No questionnaireThe assistant answers questions. If(BES) detects a personalization intent, it offers to open the questionnaire; the user decides. Always-available action: ""Hablar con un asesor humano"" (Talk to a human advisor)."
A-001046,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1386],"Complete, inside the flow","Complete, inside the flow"
A-001047,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1389],The assistant answers while keeping the plan context. ( Vol ve r a tu expe riencia ideal]is always visible.,The assistant answers while keeping the plan context. ( Vol ve r a tu expe riencia  ideal]is always visible.
A-001048,textbox_paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1389]/txbx[0]/p[0],Volver a tu experiencia ideal,Volver a tu experiencia ideal
A-001049,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1395],"Complete, outside the flow","Complete, outside the flow"
A-001050,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1396],Theassistantrespondsfreely. visible.,Theassistantrespondsfreely. visible.
A-001051,paragraph,,Part 5 -Per-Page Behavior Matrices,- BES (when reached via thefallback URL),- BES (when reached via thefallback URL),body[1397],isalways,isalways
A-001052,heading,,Part 6 -Edge Cases & Error States,,Part 6 -Edge Cases & Error States,body[1405]/Heading1,Part 6 -Edge Cases & Error States,Part 6 -Edge Cases & Error States
A-001053,paragraph,,Part 6 -Edge Cases & Error States,,Part 6 -Edge Cases & Error States,body[1406],This part documents what the site does when the happy path fails. Every behavior described here must be implemented and verified before launch.,This part documents what the site does when the happy path fails. Every behavior described here must be implemented and verified before launch.
A-001054,heading,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,body[1407]/Heading4,6.1 - Geolocation permission denied or unavailable,6.1 -  Geolocation permission denied or unavailable
A-001055,paragraph,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,body[1408],"Trigger: the browser denies the geolocation permission prompt, or the user is on a device or network that does not return a coordinate.","Trigger: the browser denies the geolocation permission prompt, or the user is on a device or network that does not return a coordinate."
A-001056,paragraph,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,body[1409],Behavior: the system does not prompt repeatedly. The user lands on Home with the (Tu Club ideal) flow opened in capture mode (PS+ P9 manual entry). A non-intrusive notice explains that,Behavior: the system does not prompt repeatedly. The user lands on Home with the (Tu  Club ideal) flow opened in capture mode (PS+ P9 manual entry). A non-intrusive notice explains that
A-001057,paragraph,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,body[1410],the user can enter their location manually or browse the full club list at.,the user can enter their location manually or browse the full club list at.
A-001058,textbox_paragraph,,Part 6 -Edge Cases & Error States,6.1 - Geolocation permission denied or unavailable,6.1 - Geolocation permission denied or unavailable,body[1410]/txbx[0]/p[0],/ clubes/,/ clubes/
A-001059,heading,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,body[1412]/Heading4,- External search inferred a location not in the 49-club roster,-  External search inferred a location not in the 49-club roster
A-001060,paragraph,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,body[1413],Trigger: the user searches(no Sports World club exists in Tijuana).,Trigger: the user searches(no Sports World club exists in Tijuana).
A-001061,textbox_paragraph,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,body[1413]/txbx[0]/p[0],gimnasio Tijuana,gimnasio Tijuana
A-001062,paragraph,,Part 6 -Edge Cases & Error States,- External search inferred a location not in the 49-club roster,- External search inferred a location not in the 49-club roster,body[1415],"Behavior: the user lands on Home, not on a club page. A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list. The system does not auto-pick a far club.","Behavior: the user lands on Home, not on a club page. A neutral notice (( No tenemos club en Tijuana)) and a fallback offers to search for the closest club by manual ZIP entry, or browse the full club list. The system does not auto-pick a far club."
A-001063,heading,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,body[1416]/Heading4,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable
A-001064,paragraph,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,body[1417],Trigger: the SEPOMEX endpoint is down or the user's network blocks it.,Trigger: the SEPOMEX endpoint is down or the user's network blocks it.
A-001065,paragraph,,Part 6 -Edge Cases & Error States,- SEPOMEX autocomplete service unavailable,- SEPOMEX autocomplete service unavailable,body[1418],Behavior: P9 falls back to a free-text input with looser validation. The user can submit a neighborhood or city name typed by hand. The system later normalizes the input server-side.,Behavior: P9 falls back to a free-text input with looser validation. The user can submit a neighborhood or city name typed by hand. The system later normalizes the input server-side.
A-001066,heading,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,body[1419]/Heading4,- Form validation errors Behavior:,- Form validation errors Behavior:
A-001067,paragraph,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,body[1420],"Errors appear inline immediately under the offending field, in Spanish (Mexico), with the same tone and typography as the rest of the site.","Errors appear inline immediately under the offending field, in Spanish (Mexico), with the same tone and typography as the rest of the site."
A-001068,paragraph,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,body[1421],No error blocks the user from editing other fields.,No error blocks the user from editing other fields.
A-001069,paragraph,,Part 6 -Edge Cases & Error States,- Form validation errors Behavior:,- Form validation errors Behavior:,body[1422],"On submission of a form with errors, the page scrolls to the first error and places focus on it for keyboard and screen-reader users.","On submission of a form with errors, the page scrolls to the first error and places focus on it for keyboard and screen-reader users."
A-001070,heading,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,body[1425]/Heading4,- User abandons the questionnaire mid-flow,-  User abandons the questionnaire mid-flow
A-001071,paragraph,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,body[1426],Behavior: partial questionnaire state is preserved in,Behavior: partial questionnaire state is preserved in
A-001072,textbox_paragraph,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,body[1426]/txbx[0]/p[0],localSto rage,localSto rage
A-001073,paragraph,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,body[1428],after the user has explicitly,after the user has explicitly
A-001074,paragraph,,Part 6 -Edge Cases & Error States,- User abandons the questionnaire mid-flow,- User abandons the questionnaire mid-flow,body[1430],"accepted the privacy notice (Rule 36). When the user returns, the questionnaire offers to resume from the last answered question. If the user has not accepted the privacy notice, no state is preserved.","accepted the privacy notice (Rule 36). When the user returns, the questionnaire offers to resume from the last answered question. If the user has not accepted the privacy notice, no state is preserved."
A-001075,heading,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,body[1431]/Heading4,- Health disclaimer rejected,-  Health disclaimer rejected
A-001076,paragraph,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,body[1433],"Trigger: in the (Bajar de peso)flow (or rehabilitation hub), the user is shown the health-disclaimer modal and declines.","Trigger: in the (Bajar de peso)flow (or rehabilitation hub), the user is shown the health-disclaimer modal and declines."
A-001077,paragraph,,Part 6 -Edge Cases & Error States,- Health disclaimer rejected,- Health disclaimer rejected,body[1434],"Behavior: the user does not receive the personalized weight-loss plan. They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer. No data is captured beyond what the user has already entered.","Behavior: the user does not receive the personalized weight-loss plan. They receive a non-clinical generic plan instead, with a clear explanation that personalized recommendations require accepting the disclaimer. No data is captured beyond what the user has already entered."
A-001078,heading,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,body[1435]/Heading4,- BES asked an out-of-scope question,- BES asked an out-of-scope question
A-001079,paragraph,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,body[1436],"Trigger: the user asks BES for medical diagnosis, billing changes that require human handling, or a service the site does not offer.","Trigger: the user asks BES for medical diagnosis, billing changes that require human handling, or a service the site does not offer."
A-001080,paragraph,,Part 6 -Edge Cases & Error States,- BES asked an out-of-scope question,- BES asked an out-of-scope question,body[1437],"Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ). It never fabricates an answer. Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions.","Behavior: BES redirects to the relevant hub or offers (Hablar con un asesor humano ). It never fabricates an answer. Out-of-scope categories include deep health questions, account-level financial actions, and any commitment about future pricing or promotions."
A-001081,heading,,Part 6 -Edge Cases & Error States,- Club catalog or booking API unavailable,- Club catalog or booking API unavailable,body[1438]/Heading4,- Club catalog or booking API unavailable,-  Club catalog or booking API unavailable
A-001082,paragraph,,Part 6 -Edge Cases & Error States,- Club catalog or booking API unavailable,- Club catalog or booking API unavailable,body[1439],"Trigger: the upstream booking API is down, or the club-catalog endpoint times out.","Trigger: the upstream booking API is down, or the club-catalog endpoint times out."
A-001083,heading,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,body[1440]/Heading4,Behavior:,Behavior:
A-001084,paragraph,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,body[1441],"Live data per club (Rule 12) -operating hours, phone, email, class catalog, schedule - defaults to the last successfully cached values.","Live data per club (Rule 12) -operating hours, phone, email, class catalog, schedule - defaults to the last successfully cached values."
A-001085,paragraph,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,body[1442],A visible notice on the affected pages explains that schedules may be outdated and asks the user to confirm by phone.,A visible notice on the affected pages explains that schedules may be outdated and asks the user to confirm by phone.
A-001086,paragraph,,Part 6 -Edge Cases & Error States,Behavior:,Behavior:,body[1443],"The (Agenda tu visi ta guiada) button remains operational but in a degraded mode that captures the lead and contacts the user back manually within one business day, instead of offering a real-time slot.","The (Agenda tu visi ta guiada) button remains operational but in a degraded mode that captures the lead and contacts the user back manually within one business day, instead of offering a real-time slot."
A-001087,heading,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,body[1445]/Heading4,- Search query has multiple competing inferences,- Search query has multiple competing inferences
A-001088,paragraph,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,body[1446],Trigger: the user searches (yoga Polanco bajar de peso) (a class+ a location+ a goal).,Trigger: the user searches (yoga  Polanco  bajar  de peso) (a class+ a location+ a goal).
A-001089,paragraph,,Part 6 -Edge Cases & Error States,- Search query has multiple competing inferences,- Search query has multiple competing inferences,body[1447],"Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing).","Behavior: see Rule 17. Pl wins over P9 wins over P4. For this example, the user lands on the ( Bajar de peso) hub with P9 pre-filled to(Polanco). P4 is not pre-filled (goal-driven landing overrides class-driven landing)."
A-001090,heading,,Part 6 -Edge Cases & Error States,- Stale plan returning user,- Stale plan returning user,body[1448]/Heading4,- Stale plan returning user,-  Stale plan returning user
A-001091,paragraph,,Part 6 -Edge Cases & Error States,- Stale plan returning user,- Stale plan returning user,body[1449],"Covered by Rule 34. After 60 days, the user is shown a non-blocking refresh prompt.","Covered by Rule 34. After 60 days, the user is shown a non-blocking refresh prompt."
A-001092,heading,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,body[1451]/Heading4,- JavaScript disabled or older browser,-  JavaScript disabled or older browser
A-001093,paragraph,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,body[1452],"Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu visi ta guiada),","Behavior: the site degrades gracefully. Server-rendered content is fully readable. The drawer becomes a static link list. The questionnaire and BES are unavailable in their interactive form, but their entry points show a graceful notice and direct the user to (Agenda tu  visi ta guiada),"
A-001094,paragraph,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,body[1454],which works server-side. The alternative.,which works server-side. The alternative.
A-001095,textbox_paragraph,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,body[1454]/txbx[0]/p[0],/bes,/bes
A-001096,paragraph,,Part 6 -Edge Cases & Error States,- JavaScript disabled or older browser,- JavaScript disabled or older browser,body[1455],fallback URL provides a server-rendered chat-like,fallback URL provides a server-rendered chat-like
A-001097,heading,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1457]/Heading4,- Slow connection or data-saver mode,-  Slow connection or data-saver mode
A-001098,paragraph,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1458],Behavior: hero videos use a poster image fallback. Below-the-fold images use•,Behavior: hero videos use a poster image fallback. Below-the-fold images use•
A-001099,textbox_paragraph,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1458]/txbx[0]/p[0],loading= 11 lazy 11,loading= 11 lazy 11
A-001100,paragraph,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1459],"The site uses progressive enhancement so that the first meaningful paint is text and image, not a","The site uses progressive enhancement so that the first meaningful paint is text and image, not a"
A-001101,paragraph,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1460],blocking video. Animation respects themedia query.,blocking video. Animation respects themedia query.
A-001102,textbox_paragraph,,Part 6 -Edge Cases & Error States,- Slow connection or data-saver mode,- Slow connection or data-saver mode,body[1460]/txbx[0]/p[0],prefers-reduced-motion,prefers-reduced-motion
A-001103,heading,,Part 6 -Edge Cases & Error States,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,body[1462]/Heading4,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists
A-001104,paragraph,,Part 6 -Edge Cases & Error States,- Empty result set on amenity or club lists,- Empty result set on amenity or club lists,body[1463],"Trigger: the user filters amenity X by city Y, and no club in city Y has amenity X.","Trigger: the user filters amenity X by city Y, and no club in city Y has amenity X."
