claim_id,unit_id,documento,pagina,seccion,tema,subtema,tipo_de_afirmacion,sujeto,afirmacion_normalizada,condiciones,excepciones,periodo,cifra_o_unidad,cita_textual,observaciones,taxonomia_nodo
CB-00180,B-000083,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,recomendacion,HIIT,HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y aguante' · usuarios con tiempo limitado pero base aeróbica suficiente · combinación con Hipertrofia en recomposición.,,,,,HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y aguante' · usuarios con tiempo limitado pero base aeróbica suficiente · combinación con Hipertrofia en recomposición. [@prompt §4],spec unit→claim,T25
CB-00181,B-000084,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,excepcion,HIIT,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clearance médico.,,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clearance médico.,,4–6; 12; 48,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clearance médico. [@prompt §4],spec unit→claim,T25
CB-00182,B-000085,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,definicion,SIT,Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit,,,,,Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit [@prompt §4],spec unit→claim,T25
CB-00183,B-000086,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,recomendacion,SIT,"SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa.",,,,,"SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa. [@prompt §4]",spec unit→claim,T25
CB-00184,B-000087,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,requisito,SIT,"SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o muy ligera 2–4 min · 4–8 rondas · sesión total 15–25 min incluyendo calentamiento y enfriamiento extensos · 1–2 sesiones por semana máximo.",,,,100%; 10–30; 2–4; 4–8; 15–25; 1–2,"SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o muy ligera 2–4 min · 4–8 rondas · sesión total 15–25 min incluyendo calentamiento y enfriamiento extensos · 1–2 sesiones por semana máximo. [@prompt §4]",spec unit→claim,T25
CB-00185,B-000088,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,requisito,SIT,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints lineales (si el club tiene acceso).,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints lineales (si el club tiene acceso).,,,20; 100–250,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints lineales (si el club tiene acceso). [@prompt §4],spec unit→claim,T25
CB-00186,B-000089,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,definicion,SIT,SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–15 s al 100% / 90 s recuperación x 6–10 · remo all-out 250 m / 3 min recuperación x 4–6 · sprints lineales 60–100 m con caminata de regreso. Duración 10–25 min.,,,,30; 4; 4–6; 10–15; 100%; 90; 6–10; 250,SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–15 s al 100% / 90 s recuperación x 6–10 · remo all-out 250 m / 3 min recuperación x 4–6 · sprints lineales 60–100 m con caminata de regreso. Duración 10–25 min. [@prompt §4],spec unit→claim,T25
CB-00187,B-000090,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,recomendacion,SIT,SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto calórico alto en tiempo muy corto · mejora del poder máximo · efecto EPOC pronunciado · sirve para deportistas que necesitan capacidad anaeróbica.,,,,,SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto calórico alto en tiempo muy corto · mejora del poder máximo · efecto EPOC pronunciado · sirve para deportistas que necesitan capacidad anaeróbica. [@prompt §4],spec unit→claim,T25
CB-00188,B-000091,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,recomendacion,SIT,SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · meta 'Mejorar condición y aguante' en su forma más extrema · sin contraindicación cardiovascular.,,,,3,SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · meta 'Mejorar condición y aguante' en su forma más extrema · sin contraindicación cardiovascular. [@prompt §4],spec unit→claim,T25
CB-00189,B-000092,spec,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,excepcion,SIT,"SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fatiga crónica, FC elevada en reposo).",,"SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fatiga crónica, FC elevada en reposo).",,12; 72,"SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fatiga crónica, FC elevada en reposo). [@prompt §4]",spec unit→claim,T25
CB-00190,B-000093,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,Bajar de peso,relacion_causal,Rule 38 map,Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT,,,,4,Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT [@prompt §4.3],spec unit→claim,T26
CB-00191,B-000094,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,Mejorar mi estética corporal,relacion_causal,Rule 38 map,Q4 'Mejorar mi estética corporal' → Pesas individual: Hipertrofia | Aeróbico individual: HIIT,,,,4,Q4 'Mejorar mi estética corporal' → Pesas individual: Hipertrofia | Aeróbico individual: HIIT [@prompt §4.3],spec unit→claim,T26
CB-00192,B-000095,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,Ganar fuerza,relacion_causal,Rule 38 map,Q4 'Ganar fuerza' → Pesas individual: Fuerza + Potencia | Aeróbico individual: MICT (aerobic base),,,,4,Q4 'Ganar fuerza' → Pesas individual: Fuerza + Potencia | Aeróbico individual: MICT (aerobic base) [@prompt §4.3],spec unit→claim,T26
CB-00193,B-000096,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,Mejorar condición y aguante,relacion_causal,Rule 38 map,Q4 'Mejorar condición y aguante' → Pesas individual: Resistencia muscular | Aeróbico individual: MICT + HIIT,,,,4,Q4 'Mejorar condición y aguante' → Pesas individual: Resistencia muscular | Aeróbico individual: MICT + HIIT [@prompt §4.3],spec unit→claim,T26
CB-00194,B-000097,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,Recuperarme de una lesión o dolor,relacion_causal,Rule 38 map,"Q4 'Recuperarme de una lesión o dolor' → Pesas individual: Resistencia muscular (light, supervised) | Aeróbico individual: LISS",,,,4,"Q4 'Recuperarme de una lesión o dolor' → Pesas individual: Resistencia muscular (light, supervised) | Aeróbico individual: LISS [@prompt §4.3]",spec unit→claim,T26
CB-00195,B-000098,spec,,Spec §4.3 Q4→subgroups mapping,Rule 38 map,union rule,regla,Rule 38 map,"If Q4 has two selections (allowed up to 2), the recommended set is the union of both rows, deduplicated.","If Q4 has two selections (allowed up to 2), the recommended set is the union of both rows, deduplicated.",,,4; 2,"If Q4 has two selections (allowed up to 2), the recommended set is the union of both rows, deduplicated. [@prompt §4.3]",spec unit→claim,T26
CB-00196,B-000099,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Home,regla,Rule 20,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 and Q16.","Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 and Q16.",,,3; 4; 15; 16.; 15; 16.,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 and Q16. [@prompt §5.2]",spec unit→claim,T11
CB-00197,B-000100,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Individual club page,regla,Rule 20,Landing 'Individual club page': Q15 and Q16 omitted entirely. Count drops by 2 for this entry path.,,,,15; 16; 2,Landing 'Individual club page': Q15 and Q16 omitted entirely. Count drops by 2 for this entry path. [@prompt §5.2],spec unit→claim,T11
CB-00198,B-000101,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Amenity hub,regla,Rule 20,Landing 'Amenity hub': None.,,,,,Landing 'Amenity hub': None. [@prompt §5.2],spec unit→claim,T11
CB-00199,B-000102,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Premium / regular class hub,regla,Rule 20,"Landing 'Premium / regular class hub': Q4 pre-marks the movement-aligned goal. Class-to-goal map lives in content layer, not in v4.1.",,,,4; 4.1.,"Landing 'Premium / regular class hub': Q4 pre-marks the movement-aligned goal. Class-to-goal map lives in content layer, not in v4.1. [@prompt §5.2]",spec unit→claim,T11
CB-00200,B-000103,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,FitKidz,regla,Rule 20,Landing 'FitKidz': Q14 pre-fills 'Yo y mis hijos'.,,,,14,Landing 'FitKidz': Q14 pre-fills 'Yo y mis hijos'. [@prompt §5.2],spec unit→claim,T11
CB-00201,B-000104,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Goal hub — Primeros Pasos,regla,Rule 20,Landing 'Goal hub — Primeros Pasos': Q9 pre-marks 'Principiante'.,,,,9,Landing 'Goal hub — Primeros Pasos': Q9 pre-marks 'Principiante'. [@prompt §5.2],spec unit→claim,T11
CB-00202,B-000105,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Goal hub — Salud y Bienestar,regla,Rule 20,Landing 'Goal hub — Salud y Bienestar': Q4 pre-marks 'Mejorar condición y aguante'.,,,,4,Landing 'Goal hub — Salud y Bienestar': Q4 pre-marks 'Mejorar condición y aguante'. [@prompt §5.2],spec unit→claim,T11
CB-00203,B-000106,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Goal hub — Estética corporal,regla,Rule 20,Landing 'Goal hub — Estética corporal': Q4 pre-marks 'Mejorar mi estética corporal'. (Renamed from Tonificar.),,,,4,Landing 'Goal hub — Estética corporal': Q4 pre-marks 'Mejorar mi estética corporal'. (Renamed from Tonificar.) [@prompt §5.2],spec unit→claim,T11
CB-00204,B-000107,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Goal hub — Ganar Fuerza,regla,Rule 20,Landing 'Goal hub — Ganar Fuerza': Q4 pre-marks 'Ganar fuerza'.,,,,4,Landing 'Goal hub — Ganar Fuerza': Q4 pre-marks 'Ganar fuerza'. [@prompt §5.2],spec unit→claim,T11
CB-00205,B-000108,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Goal hub — Rehabilitación,regla,Rule 20,Landing 'Goal hub — Rehabilitación': Q4 pre-marks 'Recuperarme de una lesión o dolor'.,,,,4,Landing 'Goal hub — Rehabilitación': Q4 pre-marks 'Recuperarme de una lesión o dolor'. [@prompt §5.2],spec unit→claim,T11
CB-00206,B-000109,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,YMYL hub — Bajar de peso,regla,Rule 20,Landing 'YMYL hub — Bajar de peso': Q4 pre-marks 'Bajar de peso' → activates Q17–Q19.,,,,4; 17–Q19.,Landing 'YMYL hub — Bajar de peso': Q4 pre-marks 'Bajar de peso' → activates Q17–Q19. [@prompt §5.2],spec unit→claim,T11
CB-00207,B-000110,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,Personal Training,regla,Rule 20,Landing 'Personal Training': Q13 pre-marks 'Acompañado/Acompañada'.,,,,13,Landing 'Personal Training': Q13 pre-marks 'Acompañado/Acompañada'. [@prompt §5.2],spec unit→claim,T11
CB-00208,B-000111,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,"Memberships, Journal",regla,Rule 20,"Landing 'Memberships, Journal': None.",,,,,"Landing 'Memberships, Journal': None. [@prompt §5.2]",spec unit→claim,T11
CB-00209,B-000112,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,entrenamiento-con-pesas-individual (and subpages),regla,Rule 20,"Landing 'entrenamiento-con-pesas-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: Fuerza → 'Ganar fuerza'; Hipertrofia → 'Mejorar mi estética corporal'; Potencia → 'Ganar fuerza'; Resistencia muscular → 'Mejorar condición y aguante'. New.","Landing 'entrenamiento-con-pesas-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: Fuerza → 'Ganar fuerza'; Hipertrofia → 'Mejorar mi estética corporal'; Potencia → 'Ganar fuerza'; Resistencia muscular → 'Mejorar condición y aguante'. New.",,,13; 2; 4:,"Landing 'entrenamiento-con-pesas-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: Fuerza → 'Ganar fuerza'; Hipertrofia → 'Mejorar mi estética corporal'; Potencia → 'Ganar fuerza'; Resistencia muscular → 'Mejorar condición y aguante'. New. [@prompt §5.2]",spec unit→claim,T11
CB-00210,B-000113,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,entrenamiento-aerobico-individual (and subpages),regla,Rule 20,"Landing 'entrenamiento-aerobico-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: LISS → no pre-mark; MICT → 'Mejorar condición y aguante' (default); HIIT → 'Mejorar mi estética corporal'; SIT → 'Mejorar condición y aguante'. New.","Landing 'entrenamiento-aerobico-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: LISS → no pre-mark; MICT → 'Mejorar condición y aguante' (default); HIIT → 'Mejorar mi estética corporal'; SIT → 'Mejorar condición y aguante'. New.",,,13; 2; 4:,"Landing 'entrenamiento-aerobico-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: LISS → no pre-mark; MICT → 'Mejorar condición y aguante' (default); HIIT → 'Mejorar mi estética corporal'; SIT → 'Mejorar condición y aguante'. New. [@prompt §5.2]",spec unit→claim,T11
CB-00211,B-000114,spec,,Spec §5.2 Rule 20 pre-fill by landing,Rule 20,editable,regla,Rule 20,Pre-fill is always editable by the user (preserve existing v4.1 convention).,,,,4.1,Pre-fill is always editable by the user (preserve existing v4.1 convention). [@prompt §5.2],spec unit→claim,T11
CB-00212,B-000115,spec,,Spec §5.3 Rule 38,Rule 38,Rule 38 full text,regla,Rule 38,"Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'.","Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'.","Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'.",,38; 3; 13; 2; 4; 20.; 13; 1,"Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'. [@prompt §5.3]",spec unit→claim,T26
CB-00213,B-000116,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Document Control table,supuesto,hypothesis,Likely-affected locus: Document Control table — Add row v4.2 with date + description,,,,4.2,Likely-affected locus: Document Control table — Add row v4.2 with date + description [@prompt §5.1],spec unit→claim,T1
CB-00214,B-000117,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 16,supuesto,hypothesis,Likely-affected locus: Rule 16 — Edit vocabulary list (inferring from external search query),,,,16,Likely-affected locus: Rule 16 — Edit vocabulary list (inferring from external search query) [@prompt §5.1],spec unit→claim,T9
CB-00215,B-000118,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 17,supuesto,hypothesis,Likely-affected locus: Rule 17 — Edit (P-codes → Q-codes) search-query precedence,,,,17,Likely-affected locus: Rule 17 — Edit (P-codes → Q-codes) search-query precedence [@prompt §5.1],spec unit→claim,T9
CB-00216,B-000119,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 18,supuesto,hypothesis,Likely-affected locus: Rule 18 — Full rewrite → 16 base questions,,,,18; 16,Likely-affected locus: Rule 18 — Full rewrite → 16 base questions [@prompt §5.1],spec unit→claim,T10
CB-00217,B-000120,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 19,supuesto,hypothesis,Likely-affected locus: Rule 19 — Full rewrite → 3 WL optionals (Q17–Q19),,,,19; 3; 17–Q19,Likely-affected locus: Rule 19 — Full rewrite → 3 WL optionals (Q17–Q19) [@prompt §5.1],spec unit→claim,T10
CB-00218,B-000121,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 20,supuesto,hypothesis,Likely-affected locus: Rule 20 — Full rewrite pre-fill by landing page,,,,20,Likely-affected locus: Rule 20 — Full rewrite pre-fill by landing page [@prompt §5.1],spec unit→claim,T11
CB-00219,B-000122,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 21,supuesto,hypothesis,Likely-affected locus: Rule 21 — Edit (Q4 is multi-select max 2 always),,,,21; 4; 2,Likely-affected locus: Rule 21 — Edit (Q4 is multi-select max 2 always) [@prompt §5.1],spec unit→claim,T12
CB-00220,B-000123,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rules 22–31,supuesto,hypothesis,Likely-affected locus: Rules 22–31 — Review only; update code refs if needed,Likely-affected locus: Rules 22–31 — Review only; update code refs if needed,,,22–31,Likely-affected locus: Rules 22–31 — Review only; update code refs if needed [@prompt §5.1],spec unit→claim,T16
CB-00221,B-000124,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 32,supuesto,hypothesis,"Likely-affected locus: Rule 32 — Edit (new counts, unified conditional pattern)","Likely-affected locus: Rule 32 — Edit (new counts, unified conditional pattern)",,,32,"Likely-affected locus: Rule 32 — Edit (new counts, unified conditional pattern) [@prompt §5.1]",spec unit→claim,T15
CB-00222,B-000125,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 33,supuesto,hypothesis,Likely-affected locus: Rule 33 — Review only buttons by state,,,,33,Likely-affected locus: Rule 33 — Review only buttons by state [@prompt §5.1],spec unit→claim,T16
CB-00223,B-000126,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Rule 38,supuesto,hypothesis,Likely-affected locus: Rule 38 — Create new,,,,38,Likely-affected locus: Rule 38 — Create new [@prompt §5.1],spec unit→claim,T26
CB-00224,B-000127,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Part 3 IA,supuesto,hypothesis,Likely-affected locus: Part 3 IA — Add 2 new top-level pages + 8 subpages + Individual training subgroup taxonomy subsection,,,,3; 2; 8,Likely-affected locus: Part 3 IA — Add 2 new top-level pages + 8 subpages + Individual training subgroup taxonomy subsection [@prompt §5.1],spec unit→claim,T4.1
CB-00225,B-000128,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Part 5 matrices,supuesto,hypothesis,Likely-affected locus: Part 5 matrices — Recompute cells referencing counts/P-codes; add new pages,,,,5,Likely-affected locus: Part 5 matrices — Recompute cells referencing counts/P-codes; add new pages [@prompt §5.1],spec unit→claim,T19
CB-00226,B-000129,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Part 6 edge cases,supuesto,hypothesis,Likely-affected locus: Part 6 edge cases — Update abandon mid-flow thresholds; verify health disclaimer rejected,,,,6,Likely-affected locus: Part 6 edge cases — Update abandon mid-flow thresholds; verify health disclaimer rejected [@prompt §5.1],spec unit→claim,T20
CB-00227,B-000130,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Appendix D,supuesto,hypothesis,Likely-affected locus: Appendix D — Full rewrite of questionnaire-codes subsection (preserve other code systems),,,,,Likely-affected locus: Appendix D — Full rewrite of questionnaire-codes subsection (preserve other code systems) [@prompt §5.1],spec unit→claim,T24.1
CB-00228,B-000131,spec,,Spec §5.1 expected loci (hypothesis),hypothesis,Hub naming,supuesto,hypothesis,Likely-affected locus: Hub naming — Rename Tonificar hub → Estética corporal,,,,,Likely-affected locus: Hub naming — Rename Tonificar hub → Estética corporal [@prompt §5.1],spec unit→claim,T11
