mapping_id,claim_a_id,claim_b_id,categoria,contradiccion_interna,confianza,cita_v41,ubicacion_v41,cita_spec,ubicacion_spec,accion_propuesta,locus_objetivo,observaciones
M-00749,,CB-00084,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q14 option: La familia completa,spec Q14,Add to v4.2: Q14 option: La familia completa,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00750,,CB-00085,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q15 question copy: ¿Buscas el gimnasio cerca de tu casa o de tu trabajo?,spec Q15,Add to v4.2: Q15 question copy: ¿Buscas el gimnasio cerca de tu casa o de tu trabajo?,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00751,,CB-00086,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q15 type: single, required",spec Q15,"Add to v4.2: Q15 type: single, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00752,,CB-00087,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q15 option: Cerca de mi casa,spec Q15,Add to v4.2: Q15 option: Cerca de mi casa,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00753,,CB-00088,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q15 option: Cerca de mi trabajo,spec Q15,Add to v4.2: Q15 option: Cerca de mi trabajo,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00754,,CB-00089,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q15 option: Ambos,spec Q15,Add to v4.2: Q15 option: Ambos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00755,,CB-00090,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q15 option: No me importa,spec Q15,Add to v4.2: Q15 option: No me importa,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00756,,CB-00092,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q16 type: two fields, exactly one required (XOR)",spec Q16,"Add to v4.2: Q16 type: two fields, exactly one required (XOR)",Rule 18/Rule 32 (conditional logic),NUEVA via node T13; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00757,,CB-00093,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q16 option: Field A: Código postal (5 digits numeric),spec Q16,Add to v4.2: Q16 option: Field A: Código postal (5 digits numeric),Rule 18/Rule 32 (conditional logic),NUEVA via node T13; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00758,,CB-00094,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q16 option: Field B: Colonia (free text). At least one must be present; both filled is acceptable.,spec Q16,Add to v4.2: Q16 option: Field B: Colonia (free text). At least one must be present; both filled is acceptable.,Rule 18/Rule 32 (conditional logic),NUEVA via node T13; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00759,,CB-00095,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Gender concordance rule (applies to Q13 and Q14): If Q2 = 'Mujer', render feminine forms ('Sola','Acompañada'). If Q2 = 'Hombre' or 'Prefiero no mencionarlo', render masculine forms ('Solo','Acompañado') as default.",spec gender-concordance,"Add to v4.2: Gender concordance rule (applies to Q13 and Q14): If Q2 = 'Mujer', render feminine forms ('Sola','Acompañada'). If Q2 = ",Rule 18 (gender concordance note),NUEVA via node T14; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00760,,CB-00096,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Weight-loss optionals visible only if Q4 includes 'Bajar de peso'. Appended after Q16.,spec WL-trigger,Add to v4.2: Weight-loss optionals visible only if Q4 includes 'Bajar de peso'. Appended after Q16.,Rule 14/Part 6 YMYL,NUEVA via node T27; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00761,,CB-00097,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 question copy: Cuéntanos sobre tu salud actual,spec Q17,Add to v4.2: Q17 question copy: Cuéntanos sobre tu salud actual,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00762,,CB-00098,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q17 type: multi, optional",spec Q17,"Add to v4.2: Q17 type: multi, optional",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00763,,CB-00099,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q17 option: Tomo medicamentos GLP-1 (Ozempic, Wegovy, Mounjaro)",spec Q17,"Add to v4.2: Q17 option: Tomo medicamentos GLP-1 (Ozempic, Wegovy, Mounjaro)",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00764,,CB-00100,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: He tenido cirugía bariátrica,spec Q17,Add to v4.2: Q17 option: He tenido cirugía bariátrica,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00765,,CB-00101,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Estoy bajo tratamiento médico actualmente,spec Q17,Add to v4.2: Q17 option: Estoy bajo tratamiento médico actualmente,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00766,,CB-00102,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Estoy embarazada o en posparto (visible only if Q2 = Mujer),spec Q17,Add to v4.2: Q17 option: Estoy embarazada o en posparto (visible only if Q2 = Mujer),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00767,,CB-00103,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Tengo hipertensión,spec Q17,Add to v4.2: Q17 option: Tengo hipertensión,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00768,,CB-00104,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Tengo diabetes,spec Q17,Add to v4.2: Q17 option: Tengo diabetes,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00769,,CB-00105,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q17 option: Ninguna de las anteriores (exclusive),spec Q17,Add to v4.2: Q17 option: Ninguna de las anteriores (exclusive),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00770,,CB-00107,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q18 type: numeric, 3 fields, required",spec Q18,"Add to v4.2: Q18 type: numeric, 3 fields, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00771,,CB-00108,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Peso kg (30–300),spec Q18,Add to v4.2: Q18 option: Peso kg (30–300),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00772,,CB-00109,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Altura cm (120–230),spec Q18,Add to v4.2: Q18 option: Altura cm (120–230),Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00773,,CB-00110,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q18 option: Edad años (15–90). Help: 'Esta información permite construir un plan seguro. Se almacena bajo consentimiento LFPDPPP.',spec Q18,Add to v4.2: Q18 option: Edad años (15–90). Help: 'Esta información permite construir un plan seguro. Se almacena bajo consentimiento,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00774,,CB-00112,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q19 type: single, required",spec Q19,"Add to v4.2: Q19 type: single, required",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00775,,CB-00113,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 1 a 3 kilos,spec Q19,Add to v4.2: Q19 option: 1 a 3 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00776,,CB-00114,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 3 a 6 kilos,spec Q19,Add to v4.2: Q19 option: 3 a 6 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00777,,CB-00115,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 6 a 10 kilos,spec Q19,Add to v4.2: Q19 option: 6 a 10 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00778,,CB-00116,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: 10 a 15 kilos,spec Q19,Add to v4.2: Q19 option: 10 a 15 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00779,,CB-00117,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Q19 option: Más de 15 kilos,spec Q19,Add to v4.2: Q19 option: Más de 15 kilos,Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00780,,CB-00118,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Q19 option: Sin un número específico. Help: 'Sin promesas clínicas — los rangos son referencia, no compromiso.'",spec Q19,"Add to v4.2: Q19 option: Sin un número específico. Help: 'Sin promesas clínicas — los rangos son referencia, no compromiso.'",Rule 18/19 (new questions),NUEVA via node T10; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00781,,CB-00121,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Path B (pause from gym): 17 questions visible (Q1–Q16 + Q11 active).,spec PathB,Add to v4.2: Path B (pause from gym): 17 questions visible (Q1–Q16 + Q11 active).,Rule 32 (counts),NUEVA via node T15; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00782,,CB-00122,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Path C (weight loss, no pause): 19 questions visible (Q1–Q16 + Q17–Q19).",spec PathC,"Add to v4.2: Path C (weight loss, no pause): 19 questions visible (Q1–Q16 + Q17–Q19).",Rule 32 (counts),NUEVA via node T15; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00783,,CB-00123,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Path D (weight loss + pause): 20 questions visible (Q1–Q16 + Q11 + Q17–Q19).,spec PathD,Add to v4.2: Path D (weight loss + pause): 20 questions visible (Q1–Q16 + Q11 + Q17–Q19).,Rule 32 (counts),NUEVA via node T15; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00784,,CB-00124,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"New top-level page 'entrenamiento-con-pesas-individual' with 4 subgroups (Fuerza, Hipertrofia, Potencia, Resistencia muscular), derived from ACSM Position Stand 2026 (Currier BS et al., Med Sci Sports Exerc 2026, DOI 10.1249/MSS.0000000000003897). Add to Part 3 IA and Part 5 subpage matrices.",spec entrenamiento-con-pesas-individual,"Add to v4.2: New top-level page 'entrenamiento-con-pesas-individual' with 4 subgroups (Fuerza, Hipertrofia, Potencia, Resistencia mus",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00785,,CB-00125,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup Fuerza — URL slug: /entrenamiento-con-pesas-individual/fuerza,spec Fuerza,Add to v4.2: Subgroup Fuerza — URL slug: /entrenamiento-con-pesas-individual/fuerza,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00786,,CB-00126,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Fuerza — Tagline (ES MX): Mover más peso, con técnica sólida.",spec Fuerza,"Add to v4.2: Fuerza — Tagline (ES MX): Mover más peso, con técnica sólida.",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00787,,CB-00127,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Fuerza — Prescription: Carga ≥80% 1RM · 2–3 series por ejercicio · 1–5 repeticiones · 2–5 min de descanso entre series · 2–3 sesiones por semana · ejercicios compuestos al inicio de la sesión, rango de movimiento completo.",spec Fuerza,Add to v4.2: Fuerza — Prescription: Carga ≥80% 1RM · 2–3 series por ejercicio · 1–5 repeticiones · 2–5 min de descanso entre series ·,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00788,,CB-00128,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Fuerza — Equipment: Pesas libres: barras olímpicas con discos, mancuernas de carga media-alta, kettlebells. Soporte: racks de potencia, bancas de press (planas, inclinadas y declinadas). Máquinas: Smith machine (press y sentadilla con seguridad), hack squat, prensa de pierna pesada. Accesorios: cint",spec Fuerza,"Add to v4.2: Fuerza — Equipment: Pesas libres: barras olímpicas con discos, mancuernas de carga media-alta, kettlebells. Soporte: rac",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00789,,CB-00129,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Fuerza — Representative exercises: Sentadilla con barra, peso muerto convencional, peso muerto sumo, press de banca, press militar (de pie), dominadas con peso adicional, remo con barra, hip thrust pesado.",spec Fuerza,"Add to v4.2: Fuerza — Representative exercises: Sentadilla con barra, peso muerto convencional, peso muerto sumo, press de banca, pre",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00790,,CB-00130,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Fuerza — Primary benefits: Aumento de fuerza máxima absoluta · incremento de densidad mineral ósea · base neuromuscular para el desarrollo de potencia · mejor postura y fuerza funcional para actividades de la vida diaria · prevención de sarcopenia.,spec Fuerza,Add to v4.2: Fuerza — Primary benefits: Aumento de fuerza máxima absoluta · incremento de densidad mineral ósea · base neuromuscular ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00791,,CB-00131,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Fuerza — Ideal user profile: Nivel Intermedio o Avanzado · personas que ya dominan la técnica de los compuestos básicos · objetivos de fuerza pura, rendimiento atlético o desarrollo de base de potencia.",spec Fuerza,Add to v4.2: Fuerza — Ideal user profile: Nivel Intermedio o Avanzado · personas que ya dominan la técnica de los compuestos básicos ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00792,,CB-00132,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Fuerza — Cautions: Principiantes deben pasar primero por Hipertrofia o Resistencia muscular para construir técnica · contraindicado con lesión articular activa o condiciones cardiovasculares no estabilizadas · requiere supervisión inicial.,spec Fuerza,Add to v4.2: Fuerza — Cautions: Principiantes deben pasar primero por Hipertrofia o Resistencia muscular para construir técnica · con,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00793,,CB-00133,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup Hipertrofia — URL slug: /entrenamiento-con-pesas-individual/hipertrofia,spec Hipertrofia,Add to v4.2: Subgroup Hipertrofia — URL slug: /entrenamiento-con-pesas-individual/hipertrofia,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00794,,CB-00134,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Hipertrofia — Tagline (ES MX): Más músculo, menos grasa, mejor figura.",spec Hipertrofia,"Add to v4.2: Hipertrofia — Tagline (ES MX): Más músculo, menos grasa, mejor figura.",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00795,,CB-00135,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Hipertrofia — Prescription: Volumen semanal ≈10 series por grupo muscular · rango de carga amplio (60–85% 1RM funciona) · 6–15 repeticiones · 60–90 s de descanso entre series · 2–4 sesiones por semana · prioridad al volumen total semanal sobre el detalle del rango de carga.,spec Hipertrofia,Add to v4.2: Hipertrofia — Prescription: Volumen semanal ≈10 series por grupo muscular · rango de carga amplio (60–85% 1RM funciona) ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00796,,CB-00136,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Hipertrofia — Equipment: Pesas libres: mancuernas de rango completo, barras EZ, kettlebells. Máquinas selectorizadas: prensa de pierna, leg curl, leg extension, jalón al pecho, remo sentado, press de hombros, máquina pec deck. Cables y poleas: torre de cable con manijas intercambiables. Bandas: para",spec Hipertrofia,"Add to v4.2: Hipertrofia — Equipment: Pesas libres: mancuernas de rango completo, barras EZ, kettlebells. Máquinas selectorizadas: pr",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00797,,CB-00137,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Hipertrofia — Representative exercises: Sentadilla goblet, prensa de pierna, hip thrust, curl de bíceps (mancuerna y cable), elevaciones laterales, jalón al pecho, cruces en polea, extensiones de tríceps, leg curl, leg extension, remo sentado en cable, press de hombros con mancuernas.",spec Hipertrofia,"Add to v4.2: Hipertrofia — Representative exercises: Sentadilla goblet, prensa de pierna, hip thrust, curl de bíceps (mancuerna y cab",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00798,,CB-00138,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Hipertrofia — Primary benefits: Aumento de masa muscular (área de sección transversal) · recomposición corporal · mejora de estética corporal (definición y volumen) · mejora de la sensibilidad a la insulina · mantenimiento de masa magra durante déficit calórico (clave para Bajar de peso).,spec Hipertrofia,Add to v4.2: Hipertrofia — Primary benefits: Aumento de masa muscular (área de sección transversal) · recomposición corporal · mejora,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00799,,CB-00139,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Hipertrofia — Ideal user profile: Cualquier nivel · meta principal 'Mejorar mi estética corporal' o 'Bajar de peso' · personas que buscan recomposición · transición desde principiante hacia entrenamientos más exigentes.,spec Hipertrofia,Add to v4.2: Hipertrofia — Ideal user profile: Cualquier nivel · meta principal 'Mejorar mi estética corporal' o 'Bajar de peso' · pe,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00800,,CB-00140,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Hipertrofia — Cautions: Volumen alto requiere recuperación adecuada · principiantes deben empezar con cargas conservadoras y técnica antes de buscar volumen.,spec Hipertrofia,Add to v4.2: Hipertrofia — Cautions: Volumen alto requiere recuperación adecuada · principiantes deben empezar con cargas conservador,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00801,,CB-00141,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Subgroup Potencia — URL slug: /entrenamiento-con-pesas-individual/potencia,spec Potencia,Add to v4.2: Subgroup Potencia — URL slug: /entrenamiento-con-pesas-individual/potencia,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00802,,CB-00142,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Potencia — Tagline (ES MX): Fuerza que se mueve rápido.,spec Potencia,Add to v4.2: Potencia — Tagline (ES MX): Fuerza que se mueve rápido.,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00803,,CB-00143,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Potencia — Prescription: Carga moderada 30–70% 1RM · 3–6 repeticiones · intención concéntrica de máxima velocidad · 2–5 min de descanso entre series · 2–3 sesiones por semana · ejercicios explosivos al inicio de la sesión cuando el sistema nervioso está fresco.,spec Potencia,Add to v4.2: Potencia — Prescription: Carga moderada 30–70% 1RM · 3–6 repeticiones · intención concéntrica de máxima velocidad · 2–5 ,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00804,,CB-00144,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Potencia — Equipment: Pesas libres: barras olímpicas, mancuernas de mango ancho, kettlebells de peso variable. Implementos balísticos: balones medicinales (slam balls), wall balls. Plyo boxes (varias alturas). Bandas y cadenas (resistencia acomodada para clean y press). Plataformas de levantamiento ",spec Potencia,"Add to v4.2: Potencia — Equipment: Pesas libres: barras olímpicas, mancuernas de mango ancho, kettlebells de peso variable. Implement",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00805,,CB-00145,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Potencia — Representative exercises: Power clean, push press, kettlebell swing (americano y ruso), sentadilla con salto (jump squat), lanzamiento de balón medicinal contra pared, box jump, broad jump, push-press, snatch desde el bloque.",spec Potencia,"Add to v4.2: Potencia — Representative exercises: Power clean, push press, kettlebell swing (americano y ruso), sentadilla con salto ",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00806,,CB-00146,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,"Potencia — Primary benefits: Mejora de la tasa de producción de fuerza · rendimiento deportivo (sprint, salto, cambios de dirección) · prevención de caídas y recuperación neuromuscular en adultos mayores cuando se prescribe con cargas conservadoras · mejora de la coordinación intermuscular.",spec Potencia,"Add to v4.2: Potencia — Primary benefits: Mejora de la tasa de producción de fuerza · rendimiento deportivo (sprint, salto, cambios d",Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
M-00807,,CB-00147,NUEVA_AFIRMACION_A_AGREGAR,false,alta,(bidirectional search: no v4.1 equivalent found in toca=true set),—,Potencia — Ideal user profile: Nivel Intermedio o Avanzado · base previa de fuerza · deportistas o personas con metas de rendimiento atlético · adultos mayores bajo supervisión específica.,spec Potencia,Add to v4.2: Potencia — Ideal user profile: Nivel Intermedio o Avanzado · base previa de fuerza · deportistas o personas con metas de,Part 3 Individual-training subgroup taxonomy + Part 5 subpages,NUEVA via node T25; reverse search over Rule 18/19/20/32/Part3/Part5 found no legacy carrier
